20081216115611AABL5VF	Entertainment & Music;Music;Other - Music	Sapete scrivermi questa canzone?	nonla traduzione, ma le parole:   Great DJ - The Ting Tings   grazie in anticipo...
20070730122719AAXIi51	Entertainment & Music;Music;Rap and Hip-Hop	Te gusta la canción "la pelotona" del cartel de santa?	N/A
20070425184432AA10hvM	Entertainment & Music;Jokes & Riddles	Un Chiste... si te gusta le das una strella?	EN EL PSIQUIATRICO      Un sádico, un asesino, un necrófilo, un zoófilo,un piromaníaco y Córdova están sentados en el jardín de un hospital neuropsiquiátrico.   Sin saber como ocupar su tiempo, y aburrido, el zoófilo dice:   -?Y si nos follamos un gato?   Entonces el sádico dice:   - ?Eso, vamos a follarnos un gato y después lo torturamos...!!!   El asesino agrega:   - Vamos a follarnos un gato, torturarlo y después matarlo!!!   El necrófilo:   - ?Vamos a follarnos un gato, torturarlo, matarlo y después lo follamos otra vez..!!!   Y el piromaníaco:   - ?Vamos a follaar con un gato, torturarlo, matarlo, volver a follarlo otra vez y prenderlo fuego!   Se hace un repentino silencio, y todos miran a Córdova y le preguntan:   - ?Y, tu no dices nada nada???   Y Córdova dice:   ???Miiiiiaaaaaaauuuuuuuuuuu...!!!
20070723194821AABw37T	Entertainment & Music;Television;Soap Operas	K piensan de esta telenovela " El zorro" es lo mejor, no??	para mi, es la mejor telenovela del mundo, me encanta de verdad, esta bellisima!!       dame sus opiniones por fa????
20070307053125AAL7j3S	Entertainment & Music;Polls & Surveys	Where would u like to be right now....?	i mean instead of where u actually are....=) i'd like to be on a beach somewhere....just chilling,doing nothing...
20070107063849AAplYNk	Entertainment & Music;Celebrities	Qual'è il vostro cantante/gruppo preferito italiano o straniero??	il mio lo si capisce dal nick...LINKIN PARK 4ever!!!!!!
20070828143308AAFwUZS	Entertainment & Music;Music;Rock and Pop	Que piensan del grupo Zoé ???	N/A
20070817150806AAclRIU	Entertainment & Music;Polls & Surveys	Cuál es la profesión del avatar de arriba?	Empezando por mi
20070712230819AATsqGC	Entertainment & Music;Celebrities	What ever happened to Kellie Nickels, of L.A. Guns?	N/A
20070820002919AALnZMn	Entertainment & Music;Jokes & Riddles	Hehe! I ask weird questions just so I can get heaps of responses because it makes me happy!!?	Dont ask why I'm posting this!!
20070723125248AAXhrW9	Entertainment & Music;Polls & Surveys	Por que sera que no se puede o que nos critican?	osea por que sera que un chavo no puede pedir alguna cancion que la cante una artista de sexo femenino por que si nos gusta  es que somos gay o que somo bisexuales? pero no sean puesto a pensar que sera que nos atrae la letra o el ritmo y no necesariamente tenemos que ser gay o bisex. para tener gustos musicales  o un poco de sentimiento verdad! opinen
20070824175407AArWNWd	Entertainment & Music;Polls & Surveys	ATENCION!! ?Esta es una buena pregunta?	??      Feliz fin de semana!!   El que me responda feo le saco la lengua y lo envio al rincon!!
20070212232434AAQFJ1v	Entertainment & Music;Music	Can anyone give me the avril lavigne chords to Nobody's Home In Tabs?	I've looked on the internet for the Chords but the ones I have found are all wrong so can anyone give me the chords or link me to a website that has the right ones.  Thanks : )
20070316020240AAu040H	Entertainment & Music;Jokes & Riddles	What's the best thing that could happen to a mailman?	N/A
20070407001420AACq8fc	Entertainment & Music;Music	Aide de chanson?	C'était une vidéo sur MTV en janvier de 2006. C'était une chanson lente et le type la chantant était sur la plage enterrée jusqu'à son cou en sable. Familier de bruit à n'importe qui?
20070327195956AAvlQZ2	Entertainment & Music;Music	Solista o banda favorita?	N/A
20070207081134AATmXzr	Entertainment & Music;Music	?Son las "boy band" todas desechables,siempre terminan separandose?	Me refiere a esas bandas de chicos lindos que bailan pero cantan muy poco?hay alguna que haya durado mucho tiempo?
20070726083830AANupGp	Entertainment & Music;Music;Other - Music	Que prefieren, fenomeno timbiriche o el fenomeno RBD?	N/A
20070413171258AAuv2o7	Entertainment & Music;Polls & Surveys	DO  YOU  KNOW  THAT  IF  JUDAS  RABBl  AND  I  HAD  A  BABY  TOGETHER......?	....we could name it "Git'cher Sexy Rabbi!"  (Kinda "rolls off your tongue" doesn't it?)  LOL!  =)
20070716015111AAV71H3	Entertainment & Music;Television;Reality Television	Why do the Roloffs from ''little people'' use their kids and friends to do so much hard work?	one of the kids in injured and they pay so little to those kids.normal house cleaning ok...but it never ends with them.do they get paid for the show?
20070509102424AAue0TE	Entertainment & Music;Polls & Surveys	Decir "freski" es naco?	Para los que son de México, cuando dicen freski refiriendose a alguien "nice" "fresa" o así, les parece naca la expresión? o es normal? por qué?      Agradecería que me ayudaran a resolver esa duda =)
20070725092718AAv559j	Entertainment & Music;Polls & Surveys	?Que le dirías al avatar de arriba:B:B ?	xdd
20070810125532AAgeNWT	Entertainment & Music;Music;Other - Music	[10+pedidos Yr!Musica] Checa Los Resultados y empieza a votar YA! por tu artista favorito!!!??	 http://blog.360.yahoo.com/blog-lUr4mfkkd...  Checalo aqui!                     byeeeeeeee =)=)=)=)
20070816211031AATmZlU	Entertainment & Music;Polls & Surveys	NO puedo hacer preguntas!?	Q PASAA me sale un mensaje de que no califique mi pregunta
20070430200534AAysQyG	Entertainment & Music;Celebrities	Para ti cual es el peor cantante que hay??	N/A
20070731131403AArKWdw	Entertainment & Music;Music;Rap and Hip-Hop	Pasenme rolas del Cartel de Santa.........................…	Me gusta este grupo, y quiero algunas rolitas, que no sea las siguientes:      - La pelotona   - El dolor del micro   - Casa babilonia   - Todas mueren por mi   - La llamada   - Perros   - El arte del enga?o      Diganme nombre de otras que esten buenas.
20070809073841AAKdl36	Entertainment & Music;Polls & Surveys	Porque creen que me hayan eliminado esta pregunta ?	Dime un numero del 1 al 30 ? en encuetas y sondeos de opinion?
20070812133602AAZkBFn	Entertainment & Music;Television;Soap Operas	Que opinan de esta telenovela (mexicana)?	Que les parece la telenovela destilando amor? y saben si es vdd que se termina el 16 de septiembre?
20070727160257AAaFhOC	Entertainment & Music;Music;Other - Music	Chicas!!!!!!!!!!!!?	que tal les parece el vocalista de THE FRAY????????
20070811122710AAwSSP6	Entertainment & Music;Music;Rap and Hip-Hop	?Por que ya no pasan Rap en MTV?	En el MTV viejito recuerdo algunas canciones de Ice-Cube y Snoop Dogg, pero ahora ya ni eso. Solo pasan grupitos Poperos que se creen los Rock Superstar. ?Que le paso al MTV?.
20070810132154AALdtxp	Entertainment & Music;Music;Rock and Pop	Hola miren lo q pasa es que me regalaron el cd de hilary duff?	dignity en deluxe edition, y no se puede abrir en la pc y dice ahi que si no se puede reproducir en windows que vayas programas accesorios entretenimiento y eligas cd, pero en entretenimiento me aparece grabadora de sonidos, y solamente logro reporducirlo en el nero pero no me gusta, quiero verlo en el media player, y aparte dice que tiene acceso special en la pc en internet y cuando le doy click no parece nada:S ayudenme plese
20070817141838AAnee9k	Entertainment & Music;Music;Rap and Hip-Hop	0la estoy buscando una cancion de beyonce...?	el problema es k no se como se llama la cancion es la k cantan en cruz y raya parodiandole la Blasa aki os dejo al link  http://es.youtube.com/watch?v=WkBDQ3as0r...  lo k kiero sbaer es el nombre de la cancion original gracias x adelantado y bss!
20070723133355AAwsXK9	Entertainment & Music;Jokes & Riddles	Algien que me diga el mejor juego de palabras (10 puntos)?	(y que tambien me lo explique por favor)
20070709150831AAQG7Dz	Entertainment & Music;Radio	Cual es esa canciOn que te hace recordar cuando tenias una edad de 4 a 5?	N/A
20070720064948AAx2xnb	Entertainment & Music;Polls & Surveys	Can we please stop it?	Can we stop answering stupid questions. I don't care what your middle name is. I don't care how to spell your name backwards. I don't care.       What questions are you sick of seeing?
20070724205233AAkTiCB	Entertainment & Music;Music;Other - Music	Mtv, vh1 o telehit?	Los 3 son canales de musica pero ?cual es mejor o menos peor?
20070729123508AAwibYb	Entertainment & Music;Music;R&B & Soul	Podrian comentar que les parece esta canción?	Hace 2 semanas la escuché y me fascino desde ese momento, para mi es una canción buenisima, utilizan un sample de la cancion "breakfast in america" del grupo Supertramp, y les quedo buenisima. Escuchenla y comenten!! Aqui la tienen: Gym Class Heroes - Cupid's Chokehold      Saludos y Gracias!
20070810124931AAwyLZn	Entertainment & Music;Music;Rap and Hip-Hop	El Hip Hop esta Muerto?????	ya que e visto la decadencia del hip hop ya esta empezando a dejar de gustarme con la llegada del reggaeton que muchos piensan que es hip hop y lo complica mas tambien el gringo con sus joyas ropa carritos sus p utas hablan de pura m ierda y todos vueltos comerciales como dice el nas hip hop is death      nomas yo creo que espa?a tiene la delantera   neta esta muerto el hip hop?????
20070801134453AA7rF5K	Entertainment & Music;Music;Rap and Hip-Hop	? Cual es la cancion de hip hop mas triste?	Solo me gustaria saber que canciones son las mas tristes del rap.
20070125154022AAQH9Q1	Entertainment & Music;Movies	?Qué actores o actrices,pensáis que están muy sonbrevalorados?	N/A
20070809173808AA9UXAR	Entertainment & Music;Music;Rock and Pop	Saul Hernández es de tu gusto?	A mi me encanta, además siento mucha nostalgia al escucharle.
20070412103742AAWt86j	Entertainment & Music;Jokes & Riddles	En tiempos de la revolución mexicana estaba Pancho Villa?	observando a la Adelita y pasa y le dice . . .   Ejeje Adelita ya se esta poniendo más madurita, y la Adelita le contesta Hay Don Pancho me chivea.      Al cabo de un rato vuelve el Don Pancho y le dice: Ejeje Adelita ya se esta uste poniendo más buenita y la Adelita ya mas coquetona le dice Hay Don Pancho como será.      Más tarde otra ves el Don Pancho Ejeje Adelita ya se esta poniendo maaas sabrocita y la Adelita contesta hay Don Pancho . . . Uste no tiene pelos en la lengua verdad.      Y el Don Pancho le responde . . . Pos porque uste no quiere Adelita.      Jajaja Ojala les guste y si es asi pues una estrellita.
20070504095645AADt43M	Entertainment & Music;Movies	Ya vieron spiderman 3?	para los que ya la vieron que tal me la recomiendan
20070808170516AAEDdGT	Entertainment & Music;Music;Other - Music	Musica prendida??????	que cancion o genero concideras el mas prendido y por que???........SALU2!!!!!......a y recomiendeme alguna cancion....la que mas les guste.
20070502182152AAcpHbH	Entertainment & Music;Other - Entertainment	?que tan inteligente eres?Prueba de inteligencia?	Aparentemente esta es una prueba para poder aplicar a un trabajo en China: “Todos deben de cruzar el Rio" EL PADRE Y SUS DOS HIJOS, UNA MADRE Y SUS DOS HIJAS Y UN POLICIA Y UN LADRON.       Las reglas son las siguientes:    1. Solo 2 personas en la balsa pueden cruzar al mismo tiempo    2. El Padre no puede estar con ninguna de las hijas si la Madre no esta presente    3. La Madre no puede estar con ninguno de los hijos si el Padre no esta presente    4. El Ladron no puede estar con ningun miembro de familia sin la presencia del Policia   5. Solo el Padre, la Madre y el Policia saben como funciona la balsa   ESTA MUY FACIL A VER QUIEN ME DICE COMO PIENSENLE
20070719052540AA2i2Mh	Entertainment & Music;Television;Other - Television	?Por qué está por los suelos el rating en la televisión mexicana?	N/A
20070807101711AAxpR4G	Entertainment & Music;Music;Rock and Pop	Les gusta el duo de sin bandera?	N/A
20070730065734AAEHygH	Entertainment & Music;Music;Other - Music	?como se llama la ultima cancion de james blunt?	Gracias desde ya!
20070808111600AAlJOW4	Entertainment & Music;Music;Lyrics	Me ayudan a explicarme esta cancion?	es STILL STANDING(The Rasmus) la verdad es qe no soy muy buen redactor po eso les pido su ayuda    Still Standing        (Sigue De Pie)      Deseo que estés ésta noche aqui conmigo para ver las luces del norte   Deseo que estés ésta noche aqui conmigo   Deseo poder tenerte esta noche a mi lado cuando el cielo está en llamas   Deseo poder tenerte a mi lado.      Por eso me vengo abajo y me arrastro.   No retrocederé más.      No puedes parar las mentiras, descendiendo desde los cielos   Debajo de mi, yo aún permanezco.   No puedes lanzar los dados, no puedes sorprenderme.   Con la conciencia clara, yo aún permanezco aqui.      Arden miles de estrellas, para ti son luces de a?os atrás.   Arden miles de estrellas o mas.         Depende de ti, tú estás siempre conmigo.   Sonriendo debajo de mi.      No puedes parar las mentiras, descendiendo desde los cielos.   Debajo de mi, yo aún permanezco.   No puedes lanzar los dados, no puedes sorprenderme.   Con la conciencia clara, yo aún permanezco aqui.      Es algo sagrado, algo hermoso,   algo tranquilo para calmar mi mente   cuando la presión me envuelve muchas veces.      Por eso me vengo abajo y me arrastro,   lo tengo dificil y siempre fallo,   depende de ti, tú siempre estas conmigo,   sonriendo debajo de mí.      No puedes parar las mentiras, descendiendo desde los cielos,   Debajo de mi, yo aún permanezco.   No puedes lanzar los dados, no puedes sorprenderme.   Con la conciencia clara, yo aún permanezco aqui.   No puedes parar las mentiras..
20070821144329AAR2GQK	Entertainment & Music;Jokes & Riddles	Chiste.. cruel :(?	La Historia de un Feo.      Voy a contarles mi historia, no es una historia de amor ni tiene un final    feliz, pero es la única que tengo por haber nacido así, feo, muy feo.      Cuando nací, el doctor fue a la sala de espera y le dijo a mi padre, "hicimos lo    que pudimos, pero salió".      Mi mamá no sabía si quedarse conmigo o con la placenta.      Como era prematuro me metieron en una incubadora, con vidrios polarizados.      Mi madre nunca me dio el pecho porque decía que sólo me quería como amigo. Así que en vez de darme el pecho, me daba la espalda.      Es por eso que debo haber quedado petiso, tan petiso que en lugar de ser enano, soy profundo. De chico iba por los cuarteles para que me gritaran:   ?Alto! ?Alto!      Yo siempre fui muy peludo. A mi madre siempre le preguntaban:    Se?ora, a su hijo, ?Lo parió o lo tejió?      Mi padre llevaba en su cartera la foto del ni?o que ya venía en la cartera cuando la compro.
20070812093441AAqu6Kx	Entertainment & Music;Celebrities	?porque en el foro de celebridades?	porque siempre entra gente al foro de celebridades para poner cosas que ni tienen nada que ver con celebridades como yesenia que siempre hace todas sus preguntas de problemas amorosos.Si entran a su perfil todas sus preguntas las hace en celebridades y lo peor es que siempre es la misma pregunta.    http://espanol.answers.yahoo.com/my/prof...    Este es el caso de yesenia,que me llamo la atencion porque es la misma pregunta siempreee pero tambien otros usuarios se agarran el foro para hacer sus preguntas de este tipo
