20090306090811AASC6YB	Entertainment & Music;Music;Lyrics	Songs You Can Get Angry At?	Need One So Bad
20090306172245AAvK5kQ	Entertainment & Music;Polls & Surveys	What is your fav. nail polish color (10 points for best answer!)?	I love blue with glitter in it
20090306172320AACAclD	Entertainment & Music;Polls & Surveys	What kind of animal do you look like?	N/A
20090306173209AAwX0zt	Entertainment & Music;Polls & Surveys	Do you prefer to rock or roll ?	N/A
20090306175233AAi5Y0u	Entertainment & Music;Music;Lyrics	What's this song called?	It was made in the 80's I think. The lyrics I know are: Lovin you/is like something out of a fairy tale/ never dreamed of...and the chorus: what we have is much more than they can see. Rnb song.
20090306181759AA6nTU4	Entertainment & Music;Polls & Surveys	Friend won't pay back money she owes me! how to do i deal with it?	Ok it started back in December when all our friends were out at a gig drinking.   We end up sort of getting separated because some of us ended up leaving with guys and others kept going to the bathroom or some had to leave early.   Anyways,   I went to the gig with my "best friend" before we even got there she had told me to bring my camera since she doesn't have one so we can take pictures. I then told her if she can carry it.   Once we were there we met up with our other friends and we were drinking and taking pictures too.   Then I and my "best friend" ended up getting separated.   She left the whole gig with some guy and I didn't see her for the rest of the night.   The next morning when we talked she told me that she didn't have my camera that before she left she gave it to another one of our friend to give it to me.   That one friend was also with another guy.   The "best friend" said that the other friend didn't seem that drunk.   When I had talked to the other friend she said she didn't remember anything about a camera. And that the "best friend" never gave her anything.   The guy she was with said the "best friend" never gave the other friend a camera also.      Since the begging the "best friend" said she would buy me a new camera.   Well she kind of had to at least the way I saw it. I did let her borrow it.      Now it’s been over 3 months and I still have not seen any money. I really need a camera now so I keep bugging her about my money and she won't pay.   She said I have to wait till April which is when her mom will get her taxes.   I’m getting piss. So are my parents.         What should I do now to get it back?   Should I talk to her mom about it? Have my parents talk to her mom?   Is it worth losing a friend over this?   Am only asking for $270! I don't understand how they can't come up with that after 3 months!      The "best friend" doesn't have a job by the way.
20090306172317AApD7bD	Entertainment & Music;Polls & Surveys	Where will we NEVER find you?	You'll never find me at G.W. Bush's house, eating BBQ and swillin' beers with the girls, by the pool. :-)
20090306181030AA7IQsL	Entertainment & Music;Polls & Surveys	Team Voorhees or Team Kreuger?	Are u on Jason Voorhees side or Freddy Kreugers side?   I'm all team Voorhees...
20090306172210AAYFwsM	Entertainment & Music;Polls & Surveys	Do u like the book Series House of Night?	just wanna know   i love them
20090306172148AAFbNJ0	Entertainment & Music;Polls & Surveys	HOw many jobs have you had in your life?	And what was your fav.?   --I  just lost my current one today   :(
20090306174718AAhA3Fw	Entertainment & Music;Polls & Surveys	Are you  HOT  or  COLD /?	:)
20090306170803AAeZ4xf	Entertainment & Music;Movies	What is this movie called?	it has Angelina Jolie in it   and she is in a psychiatric place   and its about the other girl who gets put in it   and shes there with angelina
20090306173059AAzHrtZ	Entertainment & Music;Polls & Surveys	What is your favorite song to listen to when...?	You're...   Happy?   Sad?   Angry/frustrated?   Excited?   Hyper?   Bored?   Tired?   Stressed?   With other people?
20090306172939AA6cY0o	Entertainment & Music;Polls & Surveys	What's the best way to cook sushi?	N/A
20090306172202AA6LbUC	Entertainment & Music;Polls & Surveys	Is a 5th of tequila and 2 limes considered a balanced meal?	N/A
20090306172024AAoHisL	Entertainment & Music;Polls & Surveys	Poll For White Men & Women?	Have you or would you ever date a black person? Or do you refrain from getting involved romantically with a black person, not because you are racist but because you simply do not find them attractive or because society will never find it acceptable?
20090306173043AAvtL2n	Entertainment & Music;Polls & Surveys	What's the craziest Ring Tone you have heard?	I was in the mall today and I thought I heard a roster going off but it was actually someone's cell phone.  I am sure there is crazier though.
20090306190358AAPbJES	Entertainment & Music;Polls & Surveys	I think i just accidentally a coke bottle. What does i do?	N/A
20090306185924AAKFCe2	Entertainment & Music;Polls & Surveys	What are your favorite segments from iCarly?	Or what would be some good ideas for a funny webshow like that?
20090306183057AAF4BdZ	Entertainment & Music;Polls & Surveys	What is your favorite song?	Right now I adore "Love Story" by Taylor Swift and "Untouched" by The Veronicas.
20090306170826AAMmFL0	Entertainment & Music;Other - Entertainment	Lost my id.................?	i had plans to go to the club tonight   but i just realized i can't find my id   all i have is my punched permit that expired two years ago...   so now i'm all dressed up with no where to go   and i really want to find a way in.      any suggestions?
20090306172958AA6BqJx	Entertainment & Music;Polls & Surveys	Is it true what they say about women that drink Vodka and wear cheap perfume?	N/A
20090306182146AAIxvLW	Entertainment & Music;Polls & Surveys	What are some good rules to live life by?	For example:   - Things you do/say   - Things you never do/say   - Ways you act   - Hang with only certain people   - Set good examples      One of mine is: Always try to do the right thing.      Ponder this - How do you think you'll feel when you look back on your life when you're 80 years old?      Specifically, what are 3 good rules that you live by?
20090306185059AAaqS9q	Entertainment & Music;Movies	Anyone know any good movies similar to..?	Definitely, maybe?      romantic comedies basically!      Thanks, 10 points to best!
20090306182603AAtdWi9	Entertainment & Music;Polls & Surveys	What's your favorite kind of makeup?	N/A
20090306172354AA98MjE	Entertainment & Music;Polls & Surveys	What's the biggest amount of pets that you ever had all at once?	N/A
20090306172111AAceYiA	Entertainment & Music;Polls & Surveys	P&S! What do you look like?	just curious. I'm about 5'5" I'm not a stick. I actually have some meat on my bones.   I have brown hair with sideswept bangs, blue/gray eyes and braces :/
20090306174307AAM62yR	Entertainment & Music;Music;Rap and Hip-Hop	Name of a song? been driving me crazy all week?	i have searched for this song for the past six days and idk what its called. its something like " girl im gonna miss you" ...... "girl you got me thinkin" "girl i wanna kiss you" i know its hip hop or pop. i know its nothing of jesse mckartney though. first person with the correct answer is  promised ten points. it has a really nice beat and sound to it. thanx
20090306174208AAJz28a	Entertainment & Music;Polls & Surveys	Am I Late About This?	I Just found out i can text for FREE on my Ipod Touch!!
20090306175133AAeJ0uL	Entertainment & Music;Polls & Surveys	Guys: boxers or briefs?	jw :]      * if u like pie! ;]
20090306185454AADKGju	Entertainment & Music;Polls & Surveys	Whats the weirdest dream you have had...?	DONT BE PERVERTED. PLEASE!!!!!!! thanx! Just like my weirdest dream was wen I was babysitten a whole bunch of dogz, and then they all ran away! The owner came back and started sayen like "Thanx so much!! Thanx for getten rid of my dogz!!" It waz weird.....!
20090306170852AAnOqmY	Entertainment & Music;Polls & Surveys	Do people really "Love" money?	How can you love something that can't love you.
20090306181215AAGkgQq	Entertainment & Music;Polls & Surveys	What do you love about yourself..?	I bet there are so many things you love about urself... I would like to know one thing....
20090306173658AAYZDNJ	Entertainment & Music;Polls & Surveys	Did you ever care about someone so you push them away?	N/A
